ID,STICKER,Date,Open,High,Low,Close,Adj Close,Volume,SOURCE
238,MARA,12/08/2024,16.030001,16.200001,15,15.11,15.11,52147500,Yfinnce
239,MARA,13/08/2024,15.01,15.98,14.75,15.49,15.49,41943400,Yfinnce
240,MARA,14/08/2024,15.78,15.8,14.91,15.14,15.14,29611400,Yfinnce
241,MARA,15/08/2024,15.2,16.280001,15.19,15.46,15.46,34757600,Yfinnce
242,MARA,16/08/2024,15.57,16.49,15.39,16.24,16.24,36335500,Yfinnce
243,MARA,19/08/2024,16.389999,16.799999,15.96,16.440001,16.440001,25446300,Yfinnce
244,MARA,20/08/2024,16.84,17.120001,16.030001,16.42,16.42,34991500,Yfinnce
245,MARA,21/08/2024,16.549999,17.65,16.4,17.629999,17.629999,38065400,Yfinnce
246,MARA,22/08/2024,17.610001,17.73,16.75,16.860001,16.860001,30867700,Yfinnce
247,MARA,23/08/2024,17.16,18.73,16.82,18.690001,18.690001,46172400,Yfinnce
248,MARA,26/08/2024,18.57,18.84,17.83,18.559999,18.559999,29703600,Yfinnce
249,MARA,27/08/2024,18.08,18.17,17.129999,17.75,17.75,33185200,Yfinnce
250,MARA,28/08/2024,17.209999,17.549999,16.700001,17.129999,17.129999,24596600,Yfinnce
251,MARA,29/08/2024,17.549999,18.450001,16.860001,16.99,16.99,41675100,Yfinnce
252,MARA,30/08/2024,17.23,17.280001,16.49,16.700001,16.700001,31017700,Yfinnce
